,season,team1,team2,elo_prob1,elo_prob2,carmelo1_pre,carmelo2_pre,carmelo1_post,carmelo2_post,carmelo_prob1,carmelo_prob2,score1,score2,team1Hash,team2Hash
1168,-1.222725288391636,NYK,CHO,0.40616595102682596,0.5938340489731739,-0.9771819310938743,0.45633395548534195,-1.0612751048850537,0.5448541174634499,0.4598633240643497,0.5401366759356503,97,111,1431947654934191088,-2301035644833432210
1169,-1.222725288391636,DAL,HOU,0.594077538353556,0.405922461646444,-0.018065271397252287,0.3307526022205971,0.02360393094118542,0.2889464703601038,0.5755217297351579,0.4244782702648421,88,86,-5412304293289420943,-6980721805910865516
1170,-1.222725288391636,POR,OKC,0.4773115519501238,0.5226884480498761,0.5654219816497448,1.6569500815187637,0.637709800103689,1.5824819858350305,0.4550044869975841,0.5449955130024159,120,115,-4685499826689625344,936907259486707158
1171,-1.222725288391636,LAL,LAC,0.1830080445950286,0.8169919554049714,-2.0459477144047784,1.093526061192805,-2.05331151649719,1.1089833739957162,0.16804231113720253,0.8319576888627975,81,91,5056854428117856023,-5323760739627466504
1172,-1.222725288391636,ATL,TOR,0.6203249330192028,0.3796750669807972,0.793116179124258,1.0446185165220077,0.8543376001630104,0.9802608435924549,0.6111349801574918,0.3888650198425082,95,87,5700374313494463378,2561503364633695675
1173,-1.222725288391636,MIA,CHI,0.797128766174891,0.20287123382510894,0.5428868039019069,-0.5882904151475908,0.5758532305639468,-0.6237133714547843,0.7943167068618001,0.20568329313819989,106,98,-7357393191761466484,1532285866048629918
1174,-1.222725288391636,HOU,PHO,0.8850670804770157,0.11493291952298434,0.27773251199248367,-1.9021924677801285,0.10012075956576823,-1.7248964776515971,0.8570938490510098,0.14290615094899015,115,124,-6980721805910865516,-588518604437065009
1175,-1.222725288391636,SAC,MIN,0.6967898013362118,0.3032101986637882,-0.5667850180736053,-1.0032948634258536,-0.6760163609102106,-0.8914243785432919,0.699738238637293,0.300261761362707,97,105,-713927011085917710,7791026494116075625
1176,-1.222725288391636,GSW,SAS,0.6063938629953689,0.3936061370046311,2.1418267521192984,2.3978059352911596,2.2126267010270873,2.3190957894030158,0.5976818247856739,0.4023181752143261,112,101,2922559144280242665,-7332855802423568025
1177,-1.222725288391636,CHO,BRK,0.8922966837258883,0.10770331627411167,0.5327665291841039,-1.9090675458814845,0.5551493453284403,-1.9341716102535331,0.9045216067763572,0.09547839322364272,113,99,-2301035644833432210,1857582939019047147
1178,-1.222725288391636,ORL,MIA,0.4377136536886529,0.5622863463113471,-0.5960718039296321,0.5900937316198687,-0.5386832865810378,0.5347123740298914,0.5021440541690865,0.4978559458309135,112,109,7364307840353954306,-7357393191761466484
1179,-1.222725288391636,PHI,NYK,0.3995050312986065,0.6004949687013935,-2.5523476499624222,-1.0583520696238502,-2.584250568728011,-1.0168842308107162,0.38189093932161866,0.6181090606783813,102,109,-6378341158414588377,1431947654934191088
1180,-1.222725288391636,DET,WAS,0.6350994739644109,0.3649005260355891,-0.10785007761954399,0.019461062810710795,-0.02577461060085686,-0.06279263223752929,0.6192899427529157,0.3807100572470843,112,99,-2770613571270583691,-2285819318488364112
1181,-1.222725288391636,BOS,MIL,0.8361816824562218,0.16381831754377818,0.6753221518980981,-0.9389529727896315,0.7101102309405097,-0.9768115115742931,0.8431896133301174,0.15681038666988256,124,109,-5590291094270705760,8790014581025697865
1182,-1.222725288391636,TOR,IND,0.7722817072541168,0.2277182927458832,0.9666868427575697,-0.08941158681787564,1.019824923243103,-0.14660874612190194,0.7323936109538509,0.267606389046149,111,98,2561503364633695675,7567183495528605856
1183,-1.222725288391636,NOP,LAL,0.8150972806643002,0.1849027193356998,-0.7464134908642858,-2.0572464275022795,-0.7109236866218736,-2.090763572974213,0.8102327492578244,0.1897672507421756,110,102,4067967856683296254,5056854428117856023
1184,-1.222725288391636,DAL,MEM,0.7029844096682276,0.2970155903317724,0.01489039754323042,-0.30682458290818265,0.07186688721151521,-0.36435573594237375,0.6902260751634699,0.3097739248365301,103,93,-5412304293289420943,-5985668375142419164
1185,-1.222725288391636,UTA,LAC,0.5326522191552913,0.4673477808447088,0.27141691329640605,1.117495091983394,0.22622582373344413,1.1623074449003121,0.5513242588002422,0.4486757411997577,99,102,429481638095159025,-5323760739627466504
1186,-1.222725288391636,DEN,SAS,0.18920095230351167,0.8107990476964883,-0.9406406963262597,2.3272602144042307,-0.8337355813727076,2.2238056040305705,0.2441943921390459,0.7558056078609541,102,98,-4894555157353959544,-7332855802423568025
1187,-1.222725288391636,NOP,PHO,0.7778365512715535,0.2221634487284465,-0.722401704817854,-1.7155714578711077,-0.9477190127372265,-1.4863957379082953,0.7247465218226571,0.2752534781773429,100,121,4067967856683296254,-588518604437065009
1188,-1.222725288391636,ATL,BOS,0.6750302803160866,0.3249697196839134,0.8487506348407268,0.7252788504441808,0.8983812660024351,0.6722936662209269,0.7275484634867738,0.2724515365132262,118,107,5700374313494463378,-5590291094270705760
1189,-1.222725288391636,MEM,GSW,0.2274812134536852,0.7725187865463148,-0.37333941961799977,2.238182214696598,-0.3738161763188717,2.240714852529922,0.18971298183966,0.8102870181603399,99,100,-5985668375142419164,2922559144280242665
1190,-1.222725288391636,CHI,CLE,0.3378853606446032,0.6621146393553968,-0.6318116474812727,1.3134008577780552,-0.5484025997247809,1.232154183668035,0.3109127097227033,0.6890872902772966,105,102,1532285866048629918,4228907574955838526
1191,-1.222725288391636,SAC,OKC,0.270095796184918,0.729904203815082,-0.6873630011035643,1.5908578133509654,-0.6075589055333287,1.5135314959069612,0.26889275056165585,0.7311072494383442,114,112,-713927011085917710,936907259486707158
1192,-1.222725288391636,POR,MIN,0.8397596394348492,0.1602403605651508,0.6313075294807272,-0.8823385588658235,0.565450150657036,-0.8186443109239521,0.8326043778476911,0.16739562215230885,105,106,-4685499826689625344,7791026494116075625
1193,-1.222725288391636,WAS,CHO,0.5384955601549121,0.461504439845088,-0.07280580663237189,0.5692467204559318,0.041278702705901414,0.45477893646032386,0.525703363532178,0.4742966364678221,113,98,-2285819318488364112,-2301035644833432210
1194,-1.222725288391636,HOU,LAL,0.8835827968375501,0.11641720316244995,0.09169520663916374,-2.081333552142114,0.12446121592168266,-2.1152793307039377,0.8856082316040537,0.11439176839594635,130,110,-6980721805910865516,5056854428117856023
1195,-1.222725288391636,LAC,DAL,0.7799074919613964,0.2200925080386036,1.1481119645667452,0.08262333141105632,1.1777624572309862,0.048447151053129106,0.7878523632387342,0.2121476367612658,98,91,-5323760739627466504,-5412304293289420943
1196,-1.222725288391636,PHI,MIL,0.3701172323824356,0.6298827676175645,-2.602779082458109,-0.9677011864442252,-2.6067943090747723,-0.954105409906286,0.360843557520166,0.6391564424798339,108,109,-6378341158414588377,8790014581025697865
1197,-1.222725288391636,DEN,UTA,0.4855717214774561,0.5144282785225439,-0.8456758172007245,0.23804935103598274,-0.957179669250232,0.35361830574130787,0.5203182172037952,0.4796817827962048,84,100,-4894555157353959544,429481638095159025
1198,-1.222725288391636,MIA,ORL,0.7903019228185845,0.20969807718141556,0.5226594081251438,-0.5321475748422548,0.58401191017931,-0.596068538441152,0.7804090814123925,0.2195909185876075,118,96,-7357393191761466484,7364307840353954306
1199,-1.222725288391636,IND,BRK,0.84981544192964,0.15018455807036002,-0.15633578501042872,-1.9247865301142963,-0.11143616838459831,-1.9699716694762535,0.8571204149295585,0.14287958507044152,129,105,7567183495528605856,1857582939019047147
1200,-1.222725288391636,SAS,GSW,0.6322590958401463,0.3677409041598537,2.2059863299043796,2.248901772259149,2.105759628473242,2.342164974295554,0.6925734923649138,0.30742650763508617,86,92,-7332855802423568025,2922559144280242665
1201,-1.222725288391636,NYK,TOR,0.3176914843506907,0.6823085156493094,-1.0236402811278902,1.0371345999628503,-1.0390634938268586,1.0568324196644565,0.2973813200527866,0.7026186799472134,89,93,1431947654934191088,2561503364633695675
1202,-1.222725288391636,CLE,ATL,0.6644841865405519,0.3355158134594481,1.2177202571570496,0.9148514028968397,1.2847352212551602,0.8430176848942466,0.6894028488041862,0.31059715119581377,109,94,4228907574955838526,5700374313494463378
1203,-1.222725288391636,ORL,MIL,0.6810727347239675,0.3189272652760325,-0.6042611897366047,-0.9450016012533311,-0.5480940656113784,-0.9995625288022175,0.6910216211870944,0.3089783788129056,107,98,7364307840353954306,8790014581025697865
1204,-1.222725288391636,BOS,CHO,0.6703190006597245,0.3296809993402755,0.6597710186419016,0.46347840610642266,0.4895688707730821,0.6325477773863061,0.7164927107389627,0.2835072892610373,100,114,-5590291094270705760,-2301035644833432210
1205,-1.222725288391636,BRK,WAS,0.3402003532049876,0.6597996467950125,-1.9734740237654531,0.051823690830577224,-2.000386892777752,0.08639811965588741,0.2970281985630377,0.7029718014369623,111,120,1857582939019047147,-2285819318488364112
1206,-1.222725288391636,MIN,HOU,0.4857699368249861,0.514230063175014,-0.826077122274536,0.13558124463887264,-0.9878438819043769,0.3016716725196211,0.5448577489078076,0.4551422510921924,105,129,7791026494116075625,-6980721805910865516
1207,-1.222725288391636,NOP,CHI,0.5791754403175567,0.4208245596824433,-0.9600882391922799,-0.541934077583582,-1.017488350280473,-0.48065035539350937,0.5706895262445669,0.4293104737554331,116,121,4067967856683296254,1532285866048629918
